微博id,发布者,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JoSuq9CL4,坐地铁的小企鹅吃鱼,坐地铁的小企鹅吃鱼:#尚九熙[超话]# 吃着麻辣拌，等待九熙直播~ 广州·华乐  显示地图 ,无,无,True,#尚九熙[超话]#,2020-10-12 19:55,尚九熙超话,2,0,0
JoSuk1Ngn,bengbengbengbeng跳,bengbengbengbeng跳:#尚九熙[超话]## 尚九熙直播#这个点没找到入口我以为我迷路了呐  原图 ,无,无,True,无,2020-10-12 19:54,尚九熙超话,0,0,0
JoSu69xFt,薇之冰涩,薇之冰涩:#尚九熙[超话]##尚九熙德云断头台# 熙熙你快点播吧，我的零食都要吃完了，有点pai不及待了  原图 ,无,无,True,无,2020-10-12 19:54,尚九熙超话,1,0,0
JoStxcZwS,L_HH彤,L_HH彤:#尚九熙[超话]#九分钟！！！已经乖乖就位！！！九熙冲啊！！小🐧带上你的滑板！！大家记得尽量控制好弹幕中啊[doge]  ,无,无,True,无,2020-10-12 19:52,尚九熙超话,1,0,0
JoSqxERT5,遇思含,遇思含:#尚九熙[超话]##腾讯视频##腾讯视频尚九熙直播#  坐等！用流量也得看！#尚九熙直播##尚九熙#  原图 ,无,无,True,无,2020-10-12 19:45,HUAWEI Mate30 Pro 5G,0,0,0
JoSq8gj0G,关你P事与关我P事的关关,关你P事与关我P事的关关:我爱豆，贼优秀！#德云斗笑社##尚九熙德云斗笑社##别人模仿不了的是尚九熙#  原图 ,无,无,True,无,2020-10-12 19:44,Miko❥iPhone客户端,5,0,1
JoSplelc5,企鹅熙熙饲养员,"转发理由:九熙画的太传神了哈哈哈猫猫领带细节满分！  
原始用户: 尚九熙
转发内容: 记·孟老师与周老师  [组图共2张] 原图 ",无,无,False,无,2020-10-12 19:42,HUAWEI nova 2,0,0,0
JoSkOaflI,易非鹰,易非鹰:啊还有半个小时九熙直播冲鸭  ,无,无,True,无,2020-10-12 19:31,假面骑士的Android,0,0,0
JoSh05xz6,去海底打捞鲨鱼,去海底打捞鲨鱼:吃完饭就可以看到尚九熙了 小高好开心啊哈哈哈哈  ,无,无,True,无,2020-10-12 19:21,无,0,0,0
JoSfetSZQ,春霞這傢伙笑起來巨甜,春霞這傢伙笑起來巨甜:#尚九熙[超话]# 求助一波。待会尚九熙直播是点这个链接吗[允悲]为什么我永远找不到直播入口。  原图 ,无,无,True,无,2020-10-12 19:17,尚九熙超话,5,0,7
JoSeW6sam,岳不怂怂怂,岳不怂怂怂:#饭圈扩关[超话]#再扩亿点点 不限⭕没嘴过郭麒麟 尚九熙就来薛之谦歌粉！！新歌太甜了！！无限好感蔡徐坤范丞丞黄明昊毛不易R1SE等郭麒麟合作过或未来要合作的帅哥美女以及刘筱亭张九泰杨九郎孟鹤堂等i尚九熙的好同事婉拒秦//霄//贤/何//九//华 雷德/云/社//社/粉别来 会嘴同事  ,无,无,True,无,2020-10-12 19:16,饭圈扩关超话,0,0,21
JoScL7kdM,随遇而安_0404,"转发理由:#尚九熙德云斗笑社# 他好好看#别人模仿不了的是尚九熙#   
原始用户: EternalSummer昕
转发内容: #尚九熙[超话]##尚九熙德云斗笑社# 要直播啦～就是今天 八点钟不见不散[awsl]开始想象他直播的样子  原图 ",无,无,False,无,2020-10-12 19:11,iPhone客户端,3,0,0
JoScdq1O9,松栗奶油,松栗奶油:昨天晚上做梦梦到九华和九熙又在一起了，我还以为是真的，醒来时还有点懵，过了一会儿才发现原来是梦……  ,无,无,True,无,2020-10-12 19:10,华为手机,1,0,0
JoSba5Lm3,迷迷糊糊的西瓜,"转发理由:是别人模仿不了的尚九熙啊  
原始用户: 小鱼儿跑跑
转发内容: #尚九熙[超话]# #尚九熙德云斗笑社# “别人模仿不了的是尚九熙！”～真棒#德云斗笑社# #尚九熙德云断头台# 小鱼儿跑跑的微博视频  ",无,无,False,无,2020-10-12 19:07,Redmi K30 5G先锋,0,0,0
JoS868YzI,百笑汇,百笑汇:#德云社#【九熙这该死的仪式感】穿着和七年前一样的黑色大褂，只是身旁的人不再是他 百笑汇的微博视频  ,无,无,True,无,2020-10-12 19:00,微博网页,21,0,0
JoS1w07eg,EternalSummer昕,EternalSummer昕:#尚九熙[超话]##尚九熙德云斗笑社# 要直播啦～就是今天 八点钟不见不散[awsl]开始想象他直播的样子  原图 ,无,无,True,无,2020-10-12 18:43,尚九熙超话,231,3,52
JoS1fdRxc,一支咖啡因儿,"转发理由:下班啦 #尚九熙直播#  
原始用户: -RAINSTORMS-
转发内容: #尚九熙[超话]#[兔子]#尚九熙直播# “别人模仿不了的是尚九熙”是连下班都要翘脚脚的宝宝呀  [组图共2张] 原图 ",无,无,False,无,2020-10-12 18:43,Android,0,0,0
JoRWwFrqb,DJF-南笙一梦,DJF-南笙一梦:#尚九熙何九华[超话]#奇迹之所以称作奇迹，是因为不那么容易出现，但是不是不能出现再等等吧，万一呢这现在也算是欣慰了，团综一起录了，新浪的视频也有了！至少最后一期团综华哥一定会念九熙的名字嗯～再一起等等吧  [组图共3张] 原图 ,无,无,True,无,2020-10-12 18:31,尚九熙何九华超话,17,0,0
JoRUXsx1k,-Jy-17,"转发理由:今天好像又过节了上午10点二爷新ep，晚上8点九熙直播，12点老薛新歌  
原始用户: 薛之谦
转发内容: 当爱过以后.. 当一场梦听..今晚12点  新歌 彩券 全网上线.....  原图 ",无,无,False,无,2020-10-12 18:27,iPhone客户端,1,0,0
JoRUmu6Jd,一个被逼疯的人的秋天,"转发理由:@尚九熙 九熙来看看，平头哥填的色  
原始用户: 三里河球霸张大爷
转发内容: #周九良[超话]# 自己上了个shǎi，图源尚九熙他可没说不让二改…… 北京·City Elite  原图 ",无,无,False,无,2020-10-12 18:26,小企鹅🐧Android,0,0,0
JoRPmy15U,d请叫我三弦国王后,d请叫我三弦国王后:#尚九熙[超话]##尚九熙德云斗笑社# 独一无二的熙熙子呀～越来越喜欢尚老师～  原图 ,无,无,True,无,2020-10-12 18:13,尚九熙超话,14,0,12
JoRMHCHej,lnm娜小卓,lnm娜小卓:#德云社[超话]#10月12日真是个好日子今天小黑土豆和陶阳宝宝过生日，祝你们生日快乐！早上10点小辫儿的ep《牵挂》发售！中午1点新浪新闻尚九熙何九华的banner上线！晚上8点九熙直播！真是开心的一天！  [组图共5张] 原图 ,无,无,True,无,2020-10-12 18:07,德云社超话,139,0,13
JoRLbDBTF,甜酒奶片,甜酒奶片:#尚九熙[超话]# 🤪#尚九熙德云斗笑社# 挠头头～“下个路口在哪呀？？！”#别人模仿不了的是尚九熙#  原图 ,无,无,True,无,2020-10-12 18:03,尚九熙超话,49,0,7
JoRICF5wY,别踩一月的尾巴,别踩一月的尾巴:又拽又飒，又乖又奶，我爱死这样的尚九熙了@尚九熙  ,无,无,True,无,2020-10-12 17:57,荣耀10 AI变色更潮美,0,0,0
JoRIxm69Z,不詺_,不詺_:期待今晚九熙直播啦！自从看完9c开箱我就天天想着看下一场这周五能不能看到演员表上你的名字@尚九熙  原图 ,无,无,True,无,2020-10-12 17:57,🍙Android,0,0,0
JoRD8zyim,九艺不是老爷们,"转发理由:九熙聊天给我的感觉好像领导视察  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#9C@尚九熙 当“考官”，结果没人来考试，转而和保安小哥哥聊天，真的是“聊天小能手”了花絮：尚九熙竟有闲心和保安聊天  ",无,无,False,无,2020-10-12 17:43,荣耀20青春版,0,0,0
JoRxY0q8Q,爱喝咖啡de咖啡豆,"转发理由:#尚九熙德云斗笑社# 我也想知道熙熙喜欢的诗人和诗句是啥？#德云斗笑社#   
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#9C@尚九熙 当“考官”，结果没人来考试，转而和保安小哥哥聊天，真的是“聊天小能手”了花絮：尚九熙竟有闲心和保安聊天  ",无,无,False,无,2020-10-12 17:31,HUAWEI Mate 30,0,0,0
JoRtzuebZ,梦里是不是什么都有,"转发理由:九月的时候去了成都  逛春熙路的时候下雨了 天阴阴的//@时代少年团-贺峻霖:啊，想家了😟  
原始用户: 时代少年团-贺峻霖
转发内容: 延迟来分享贺峻霖的秋天。最近因为过于忙而没看到特别让人想纪念的景色，所以分享一下回忆中特别好看的成都秋天！🍂那么，也让我看一下各位眼中的秋天吧？#爱豆v力量#.#一起抓住秋天# 绿洲  原图 ",无,无,False,无,2020-10-12 17:20,iPhone客户端,0,0,0
JoRsurTaJ,蚊子0413,"转发理由:仿佛得了不说话会刺挠病#尚九熙[超话]#//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社#  #尚九熙德云断头台#  我们可擅长唠嗑了[doge]  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#9C@尚九熙 当“考官”，结果没人来考试，转而和保安小哥哥聊天，真的是“聊天小能手”了花絮：尚九熙竟有闲心和保安聊天  ",无,无,False,无,2020-10-12 17:17,iPhone 11 Pro Max(暗夜绿),23,0,1
JoRpeiHRN,跳呀跳卍,跳呀跳卍:相思赋予张云雷余生想嫁杨九郎睡前想想张九龄梦里去见王九龙壁纸用的尚九熙头像用的何九华嘴里念叨郭麒麟心里想着阎鹤祥左手牵着孟鹤堂右手牵着周九良满脑都是郭霄汉还想了解孙九芳左眼想看张鹤伦右眼在瞟郎鹤炎放不下的秦霄贤忘不了的孙九香左耳听着张九南右耳听着高九成左脚迈向张九泰右脚迈向刘筱亭云鹤九霄随你挑还有师父郭德纲 http://t.cn/R2WxSId 显示地图 原图 ,无,无,True,http://t.cn/R2WxSId,2020-10-12 17:09,小米9 SE,12,0,1
JoRl2CL6P,张大宝啊咿儿呀儿哟,"转发理由:哈哈哈哈哈哈哈哈//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社#  #尚九熙德云断头台#  我们可擅长唠嗑了[doge]  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#9C@尚九熙 当“考官”，结果没人来考试，转而和保安小哥哥聊天，真的是“聊天小能手”了花絮：尚九熙竟有闲心和保安聊天  ",无,无,False,无,2020-10-12 16:59,无,0,0,0
JoRkpgtsp,如何成为二皇子门客,如何成为二皇子门客:沉迷九熙无法自拔，娘的好大儿九华也无法放弃，还是喜欢啊不就是两张票吗看到他们每一个人都开心啊  ,无,无,True,无,2020-10-12 16:57,荣耀20,0,0,0
JoRkj8COw,恋恋球球,"转发理由:熙熙太能聊了//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社#  #尚九熙德云断头台#  我们可擅长唠嗑了[doge]  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#9C@尚九熙 当“考官”，结果没人来考试，转而和保安小哥哥聊天，真的是“聊天小能手”了花絮：尚九熙竟有闲心和保安聊天  ",无,无,False,无,2020-10-12 16:57,HUAWEI P10,0,0,0
JoRkivTsx,一只小馒头_88,一只小馒头_88:我的妈呀九熙也太可爱了啊啊啊啊啊啊啊  ,无,无,True,无,2020-10-12 16:57,iPhone客户端,0,0,0
JoRhdDEQX,尚九熙_爱他数据站,"转发理由:#尚九熙直播# 一起聊聊高尔夫吧 查看图片  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#9C@尚九熙 当“考官”，结果没人来考试，转而和保安小哥哥聊天，真的是“聊天小能手”了花絮：尚九熙竟有闲心和保安聊天  ",无,无,False,无,2020-10-12 16:49,Android,0,0,0
JoRfG8Ryd,Fashion·Nancy,Fashion·Nancy:#别人模仿不了的是尚九熙# 只有别人模仿不了的尚九熙，没有尚九熙模仿不了的别人  ,无,无,True,无,2020-10-12 16:45,尚九熙超话,7,0,6
JoRfF3tNR,滴里搭拉嘀哩哒哒,滴里搭拉嘀哩哒哒:#假如我是综艺的节目策划#想必我要请一堆东北老爷们唠嗑，从孙红雷啊，魏大勋啊，雷佳音啊，林更新啊，范世錡啊，高嘉朗啊，汪苏泷啊，黄景瑜啊，张鹤伦啊，尚九熙啊，烧饼啊…（包括但不局限于这些人）你们啥也不用干，就坐着唠嗑我就能看一天…  ,无,无,True,无,2020-10-12 16:45,nova4e 3200W立体美颜,29,0,14
JoR4AfzKa,亦北望星辰,亦北望星辰:九敏🆘 这个网课老师和尚九熙？声音好像啊  ,无,无,True,无,2020-10-12 16:18,nova7你在焦点在,0,0,2
JoQS39axs,亓念之初,亓念之初:杨九郎怎么那么有趣一男的我想跟杨九郎和尚九熙结婚  ,无,无,True,无,2020-10-12 15:47,金金金的Android,1,0,9
JoQLZ1LfJ,-不浊,"转发理由:九熙九熙九熙  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-12 15:32,荣耀30 5G,0,0,0
JoQL9iYUD,德云七队我的最爱1314520,德云七队我的最爱1314520:#何九华尚九熙[超话]#姐妹们还有人在吗？还等吗？ 吉林市  显示地图 ,无,无,True,#何九华尚九熙[超话]#,2020-10-12 15:30,何九华尚九熙超话,11,0,10
JoQJtcHb9,Amnesia-lvjt,Amnesia-lvjt:#尚九熙[超话]#  #尚九熙德云斗笑社# *『Amnesia-lvjt』✨上海海昌海洋公园 “距离的幸福感。”🈲️一切，抱图吱声儿  原图 ,无,无,True,无,2020-10-12 15:26,尚九熙超话,81,1,6
JoQJp4yX5,三里河球霸张大爷,三里河球霸张大爷:#周九良[超话]# 自己上了个shǎi，图源尚九熙他可没说不让二改…… 北京·City Elite  显示地图 原图 ,无,无,True,#周九良[超话]#,2020-10-12 15:26,周九良超话,1865,98,282
JoQH90KMy,Lulu会有票的,"转发理由:呜呜呜这是学长吧学长学长我能追你吗#尚九熙德云斗笑社#   
原始用户: 秋华熙时_
转发内容: #尚九熙[超话]# sjc#尚九熙德云断头台# #尚九熙德云斗笑社# 201010北京团综路透  [组图共6张] 原图 ",无,无,False,无,2020-10-12 15:20,荣耀20,2,0,0
JoQFg4hEh,是谁家的小企鹅呀,"转发理由:别人模仿不了的是尚九熙呀！！！  
原始用户: 腾讯视频
转发内容: #德云斗笑社#【吃个大褂】第三十二辑你觉得最好的一段演出是？你觉得自己说相声有什么特点是别人模仿不了的？你最喜欢其他人的哪一段包袱？@德云社栾云平 @烧饼DYS @我是老四曹鹤阳 @孟鹤堂 @张鹤伦 @杨九郎L @周九良 @尚九熙 @秦霄贤 吃个大褂-那些印象深刻的“最”  ",无,无,False,无,2020-10-12 15:16,vivo X27,1,0,0
JoQF8naoL,枫红如血,枫红如血:#尚九熙[超话]##别人模仿不了的是尚九熙# 九熙善于观察会模仿很多人，可他本人却太独特别人无法仿效。作品内容涉猎广泛且放在一边，同一个节目总会有不一样的惊喜，就算连续演来也不让人觉得乏味，入坑不亏。自信的熙熙光彩夺目，头友逐光而行。  ,无,无,True,无,2020-10-12 15:15,尚九熙超话,70,0,15
JoQCK0V3h,漫小渣,漫小渣:栾队谦虚谦虚九熙还嘚瑟起来了#德云斗笑社# #内地综艺# 漫小渣的微博视频  ,无,无,True,无,2020-10-12 15:10,微博 weibo.com,1,0,0
JoQAsvzhQ,xixi的小鱼包,"转发理由://@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# #尚九熙德云断头台#  “别人模仿不了的是尚九熙”是头友们心中独一无二的尚九熙  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#【吃个大褂】第三十二辑师兄弟们@德云社栾云平 @烧饼DYS @我是老四曹鹤阳 @孟鹤堂 @张鹤伦 @杨九郎L @周九良 @尚九熙 @秦霄贤 认为自己最好的一段演出是？自己的相声有什么特点？最喜欢哪个成员的哪一段包袱 腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-12 15:04,realme X2 6400万鹰眼,0,0,0
JoQzoAKrW,百笑汇,百笑汇:#德云社#【熙华】九华对九熙无声的爱，会把舞台悄悄的留给他和他的粉丝，可两人一起会更耀眼 百笑汇的微博视频  ,无,无,True,无,2020-10-12 15:01,微博网页,16,1,0
JoQznoM9s,今天宠粉了吗,今天宠粉了吗:#肖奈#吃醋嘴硬不承认，#秦霄贤##尚九熙#即兴相声，吴亦凡为穿搭叹息！ 今天宠粉了吗的微博视频  ,无,无,True,无,2020-10-12 15:01,微博网页,3,0,1
JoQuTAJTH,德云社家的守护者,"转发理由:是我们最喜欢的尚九熙//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# #尚九熙德云断头台#  “别人模仿不了的是尚九熙”是头友们心中独一无二的尚九熙  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#【吃个大褂】第三十二辑师兄弟们@德云社栾云平 @烧饼DYS @我是老四曹鹤阳 @孟鹤堂 @张鹤伦 @杨九郎L @周九良 @尚九熙 @秦霄贤 认为自己最好的一段演出是？自己的相声有什么特点？最喜欢哪个成员的哪一段包袱 腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-12 14:50,HUAWEI P30,0,0,0
JoQppeI1N,Stars是星星,"转发理由:这还得是尚九熙来  
原始用户: 流徙波麗露
转发内容: 别人模仿不了的是尚九熙 不相信的可以开始举一反三了  原图 ",无,无,False,无,2020-10-12 14:37,荣耀20,0,0,0
JoQnoyTTg,蜜汁焦糖拌雪梓,"转发理由:拦不住哈哈哈//@_一林er:九熙好可爱 拦九良两次了 花絮里也拦了一次哈哈哈  
原始用户: Party_ftl
转发内容: #孟鹤堂周九良[超话]# 你不盯着打你的 老看你孟哥干什么 Party_ftl的微博视频  ",无,无,False,无,2020-10-12 14:32,HUAWEI P30,0,0,0
JoQmKkulC,娱情八局,娱情八局:#德云斗笑社# 德云社的男人们体验过山车~尚九熙直接腿软，周九良精神涣散！秦霄贤胆子大啊！ 娱情八局的微博视频  ,无,无,True,无,2020-10-12 14:30,综艺大咖秀超话,34,7,2
JoQemAmh3,尚九九xi,"转发理由:我们九熙聊天小能手#尚九熙# #德云斗笑社# #谁都模仿不了的尚九熙#  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#9C@尚九熙 当“考官”，结果没人来考试，转而和保安小哥哥聊天，真的是“聊天小能手”了花絮：尚九熙竟有闲心和保安聊天  ",无,无,False,无,2020-10-12 14:10,荣耀Play3,1,0,0
JoQdpuu4X,云端上的小兔,云端上的小兔:#尚九熙[超话]#💗#尚九熙德云断头台#💗#尚九熙德云斗笑社#                 你就是你，独一无二的你                         谁都模仿不来             你一出现，别人都显得不过如此[心]📷：@何柠七 🛠：me  原图 ,无,无,True,无,2020-10-12 14:07,尚九熙超话,11,0,8
